MIN_PG,PF_PG,STL_PG,PTS_PG,FGM_PG,FGA_PG,BLK_PG,BLKA_PG,PLUS_MINUS_PG,PFD_PG,TOV_PG,DREB_PG,REB_PG,OREB_PG,FTM_PG,FTA_PG,POSS_PG,EXP,POSS,AGE,HEIGHT,WEIGHT,BMI,USG_PCT,PIE,E_OFF_RATING,E_DEF_RATING,AST_TO,AST_RATIO,FG3M_PG,FG3A_PG,AST_PG,PFD_PG,Games Missed
14.47797619047619,0.7857142857142857,0.5357142857142857,5.214285714285714,1.75,4.321428571428571,0.4642857142857143,0.14285714285714285,-2.642857142857143,0.9642857142857143,0.6785714285714286,2.5714285714285716,3.1785714285714284,0.6071428571428571,1.0714285714285714,1.4642857142857142,29.607142857142858,3.0,829,22,84.0,210.0,20.922619047619047,0.172,0.095,103.9,111.7,1.84,18.0,0.6428571428571429,1.9642857142857142,1.25,0.9642857142857143,1
28.737230046948348,2.5492957746478875,1.6901408450704225,10.070422535211268,3.563380281690141,7.619718309859155,0.9859154929577465,0.352112676056338,0.056338028169014086,1.943661971830986,1.4366197183098592,2.971830985915493,3.8450704225352115,0.8732394366197183,1.028169014084507,1.352112676056338,59.33802816901409,6.0,4213,30,77.0,186.0,22.05397200202395,0.146,0.089,111.6,109.9,2.42,26.4,1.9154929577464788,4.690140845070423,3.4788732394366195,1.943661971830986,11
6.702777777777778,0.3333333333333333,0.5,2.5,1.0,2.5,0.0,0.3333333333333333,-6.5,0.16666666666666666,0.3333333333333333,0.16666666666666666,0.8333333333333334,0.6666666666666666,0.3333333333333333,0.3333333333333333,14.666666666666666,0.0,88,21,80.0,200.0,21.96875,0.176,0.052,85.9,128.5,0.0,0.0,0.16666666666666666,0.8333333333333334,0.0,0.16666666666666666,0
9.255104166666667,1.375,0.22916666666666666,2.5,1.0416666666666667,1.6875,0.6875,0.20833333333333334,2.9583333333333335,0.5416666666666666,0.5625,1.7083333333333333,2.6666666666666665,0.9583333333333334,0.4166666666666667,0.7083333333333334,19.583333333333332,10.0,940,31,84.0,250.0,24.907879818594104,0.114,0.092,117.2,102.5,1.85,28.9,0.0,0.0625,1.0416666666666667,0.5416666666666666,20
2.2278571428571428,0.2857142857142857,0.0,0.7142857142857143,0.2857142857142857,1.1428571428571428,0.14285714285714285,0.14285714285714285,-2.857142857142857,0.14285714285714285,0.2857142857142857,0.14285714285714285,0.14285714285714285,0.0,0.14285714285714285,0.14285714285714285,5.428571428571429,1.0,38,25,76.0,210.0,25.55921052631579,0.25,-0.067,62.5,116.5,0.0,0.0,0.0,0.5714285714285714,0.0,0.14285714285714285,0
32.470396825396826,3.3492063492063493,1.2063492063492063,21.126984126984127,8.365079365079366,15.587301587301587,0.7301587301587301,1.1904761904761905,0.7777777777777778,5.174603174603175,2.5714285714285716,6.444444444444445,9.34920634920635,2.9047619047619047,3.873015873015873,5.587301587301587,67.23809523809524,2.0,4236,21,83.0,243.0,24.797358107127305,0.27,0.149,112.0,111.8,1.93,19.4,0.5238095238095238,1.7619047619047619,4.9523809523809526,5.174603174603175,19
6.463333333333334,0.2,0.3,2.3,0.8,2.4,0.0,0.0,0.5,0.4,0.4,0.3,0.9,0.6,0.6,0.7,13.2,0.0,132,20,75.0,185.0,23.12088888888889,0.207,0.058,110.6,105.5,1.75,18.4,0.1,0.8,0.7,0.4,0
22.395672043010755,2.274193548387097,1.2580645161290323,9.548387096774194,3.8548387096774195,7.193548387096774,0.6129032258064516,0.6129032258064516,0.7258064516129032,2.129032258064516,1.4516129032258065,4.209677419354839,6.596774193548387,2.3870967741935485,1.7096774193548387,2.5,47.82258064516129,0.0,2965,21,79.0,200.0,22.528440954975164,0.173,0.121,110.9,109.3,1.81,21.4,0.12903225806451613,0.9354838709677419,2.629032258064516,2.129032258064516,18
20.865666666666666,1.457142857142857,0.5857142857142857,6.614285714285714,2.3714285714285714,5.0285714285714285,0.2,0.2857142857142857,-1.3142857142857143,0.8428571428571429,0.4714285714285714,1.7,2.1142857142857143,0.4142857142857143,0.8714285714285714,1.0142857142857142,43.871428571428574,4.0,3071,27,79.0,210.0,23.65486300272392,0.119,0.059,114.8,117.4,2.3,15.5,1.0,2.6285714285714286,1.0857142857142856,0.8428571428571429,0
17.10445147679325,1.7721518987341771,0.9240506329113924,8.39240506329114,3.3797468354430378,6.075949367088608,0.6075949367088608,0.5316455696202531,0.3291139240506329,2.3544303797468356,1.0253164556962024,5.6075949367088604,8.962025316455696,3.3544303797468356,1.6329113924050633,2.759493670886076,34.936708860759495,11.0,2760,30,83.0,279.0,28.471040789664684,0.201,0.155,113.9,113.4,0.46,5.3,0.0,0.0379746835443038,0.46835443037974683,2.3544303797468356,3
10.040847953216375,1.6140350877192982,0.2807017543859649,2.192982456140351,0.8771929824561403,1.7543859649122806,0.10526315789473684,0.05263157894736842,-1.5614035087719298,0.19298245614035087,0.49122807017543857,1.2280701754385965,1.9824561403508771,0.7543859649122807,0.14035087719298245,0.19298245614035087,21.403508771929825,0.0,1220,22,78.0,209.0,24.14973701512163,0.097,0.044,114.6,119.8,1.79,27.3,0.2982456140350877,0.8070175438596491,0.8771929824561403,0.19298245614035087,3
2.68,0.0,0.2,0.0,0.0,0.8,0.2,0.2,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.8,0.0,29,24,77.0,200.0,23.713948389273064,0.108,-0.045,123.6,100.1,0.0,0.0,0.0,0.6,0.0,0.0,0
24.951249999999998,2.1029411764705883,0.9264705882352942,9.205882352941176,3.823529411764706,7.676470588235294,0.08823529411764706,0.3088235294117647,0.9558823529411765,1.2794117647058822,1.4852941176470589,1.5441176470588236,2.073529411764706,0.5294117647058824,0.6617647058823529,0.8235294117647058,52.838235294117645,1.0,3593,24,76.0,191.0,23.24671052631579,0.161,0.075,115.1,113.0,2.77,30.2,0.8970588235294118,2.514705882352941,4.117647058823529,1.2794117647058822,14
27.04856807511737,2.0704225352112675,0.5915492957746479,13.225352112676056,4.971830985915493,10.985915492957746,0.5774647887323944,0.6338028169014085,-0.8169014084507042,2.2535211267605635,1.2253521126760563,3.0,4.52112676056338,1.5211267605633803,2.0,2.6619718309859155,56.929577464788736,9.0,4042,29,79.0,197.0,22.190514340650537,0.206,0.078,114.2,114.9,1.37,11.1,1.2816901408450705,3.5774647887323945,1.676056338028169,2.2535211267605635,11
34.38572463768116,2.130434782608696,0.5,22.58695652173913,7.826086956521739,18.195652173913043,0.10869565217391304,1.108695652173913,-7.173913043478261,2.760869565217391,2.739130434782609,3.152173913043478,3.630434782608696,0.4782608695652174,3.5434782608695654,3.869565217391304,70.23913043478261,5.0,3231,25,75.0,193.0,24.12071111111111,0.276,0.111,108.4,118.3,2.02,19.8,3.391304347826087,8.804347826086957,5.543478260869565,2.760869565217391,36
16.872608695652175,1.5942028985507246,0.5072463768115942,4.579710144927536,1.6666666666666667,3.579710144927536,0.30434782608695654,0.2318840579710145,-0.4782608695652174,1.144927536231884,0.8115942028985508,1.536231884057971,2.0144927536231885,0.4782608695652174,0.7101449275362319,1.1594202898550725,35.11594202898551,0.0,2423,20,79.0,200.0,22.528440954975164,0.123,0.054,106.7,108.5,1.63,21.2,0.5362318840579711,1.3623188405797102,1.318840579710145,1.144927536231884,0
35.52951754385965,2.3289473684210527,1.1973684210526316,24.68421052631579,9.381578947368421,16.88157894736842,2.3421052631578947,1.0526315789473684,1.986842105263158,5.394736842105263,2.0921052631578947,9.5,12.644736842105264,3.1447368421052633,5.5394736842105265,6.7894736842105265,75.5657894736842,11.0,5743,31,82.0,253.0,26.451368233194525,0.261,0.168,115.0,112.1,1.67,13.8,0.3815789473684211,1.4078947368421053,3.5,5.394736842105263,6
35.06814345991561,1.7848101265822784,1.2784810126582278,25.936708860759495,9.08860759493671,19.72151898734177,0.5316455696202531,0.7088607594936709,5.468354430379747,4.253164556962025,3.050632911392405,4.784810126582278,5.443037974683544,0.6582278481012658,5.3544303797468356,6.405063291139241,71.83544303797468,3.0,5675,22,76.0,225.0,27.38486842105263,0.314,0.145,114.3,106.6,1.68,16.8,2.4050632911392404,6.734177215189874,5.1265822784810124,4.253164556962025,3
9.329933333333333,0.96,0.26,3.78,1.5,3.2,0.22,0.32,0.1,0.58,0.46,1.14,1.88,0.74,0.58,0.72,20.16,3.0,1008,31,80.0,230.0,25.2640625,0.177,0.074,113.4,113.1,1.48,14.5,0.2,0.82,0.68,0.58,2
10.402333333333333,0.3,0.1,4.2,1.5,4.6,0.1,0.4,2.8,0.1,0.3,1.1,1.8,0.7,0.1,0.2,21.3,3.0,213,26,75.0,195.0,24.370666666666665,0.188,0.054,125.8,115.2,1.67,9.3,1.1,3.2,0.5,0.1,0
16.6090350877193,2.1052631578947367,0.5789473684210527,4.2105263157894735,1.5263157894736843,3.736842105263158,0.47368421052631576,0.47368421052631576,-0.21052631578947367,1.0,1.5789473684210527,1.631578947368421,2.3684210526315788,0.7368421052631579,0.7368421052631579,0.8947368421052632,33.473684210526315,1.0,636,24,75.0,190.0,23.74577777777778,0.144,0.068,102.7,108.5,1.8,33.1,0.42105263157894735,1.3157894736842106,2.8421052631578947,1.0,0
25.12388888888889,2.7777777777777777,1.0793650793650793,8.825396825396826,3.6825396825396823,7.619047619047619,0.9365079365079365,0.5238095238095238,-3.6666666666666665,1.873015873015873,1.3333333333333333,4.333333333333333,6.380952380952381,2.0476190476190474,1.126984126984127,1.8888888888888888,52.84126984126984,0.0,3329,21,78.0,205.0,23.687541091387246,0.161,0.084,107.1,112.5,1.43,16.3,0.3333333333333333,1.7936507936507937,1.9047619047619047,1.873015873015873,19
32.06036585365853,1.8658536585365855,0.8048780487804879,15.853658536585366,5.573170731707317,11.463414634146341,0.3048780487804878,0.5853658536585366,-0.5,2.9634146341463414,2.1219512195121952,3.597560975609756,4.2926829268292686,0.6951219512195121,2.8292682926829267,3.317073170731707,68.17073170731707,2.0,5590,26,77.0,197.0,23.358239163433968,0.198,0.105,113.9,114.3,2.59,26.9,1.8780487804878048,5.121951219512195,5.487804878048781,2.9634146341463414,0
29.111425438596484,2.1842105263157894,0.8947368421052632,12.157894736842104,4.7368421052631575,9.460526315789474,0.47368421052631576,0.7763157894736842,-2.0789473684210527,1.0921052631578947,1.355263157894737,2.1315789473684212,2.8421052631578947,0.7105263157894737,1.118421052631579,1.381578947368421,59.473684210526315,2.0,4520,24,77.0,200.0,23.713948389273064,0.168,0.083,111.3,113.6,2.35,21.8,1.5657894736842106,3.8815789473684212,3.1842105263157894,1.0921052631578947,6
34.03483568075117,2.23943661971831,1.1408450704225352,19.253521126760564,7.464788732394366,14.32394366197183,0.9295774647887324,0.647887323943662,0.704225352112676,4.830985915492958,2.2816901408450705,8.140845070422536,10.380281690140846,2.23943661971831,4.112676056338028,5.450704225352113,69.14084507042253,6.0,4909,26,81.0,255.0,27.3228166438043,0.247,0.152,109.9,108.4,1.72,17.0,0.2112676056338028,0.5915492957746479,3.915492957746479,4.830985915492958,11
14.285263157894736,1.543859649122807,0.5789473684210527,4.421052631578948,1.5789473684210527,4.017543859649122,0.03508771929824561,0.24561403508771928,1.2105263157894737,0.40350877192982454,0.2631578947368421,1.2982456140350878,1.5614035087719298,0.2631578947368421,0.40350877192982454,0.45614035087719296,31.017543859649123,0.0,1768,22,78.0,190.0,21.9543063773833,0.125,0.046,119.3,115.6,3.53,17.2,0.8596491228070176,2.736842105263158,0.9298245614035088,0.40350877192982454,2
23.92777777777778,2.4,0.8,6.133333333333334,2.8666666666666667,4.933333333333334,0.6,0.2,-2.533333333333333,1.4,1.8,5.866666666666666,7.933333333333334,2.066666666666667,0.4,1.0,50.6,5.0,759,27,82.0,240.0,25.09220701963117,0.126,0.119,109.9,112.5,3.19,44.3,0.0,0.0,5.733333333333333,1.4,67
26.074406779661018,1.9830508474576272,0.5932203389830508,14.508474576271187,5.016949152542373,11.23728813559322,0.23728813559322035,1.2542372881355932,-1.5593220338983051,2.7966101694915255,1.6440677966101696,2.9491525423728815,3.9661016949152543,1.0169491525423728,3.1186440677966103,3.7966101694915255,56.42372881355932,1.0,3329,22,77.0,210.0,24.899645808736718,0.226,0.087,114.0,116.5,1.23,12.2,1.3559322033898304,3.6271186440677967,2.016949152542373,2.7966101694915255,23
27.226190476190474,2.1746031746031744,0.9047619047619048,8.444444444444445,2.984126984126984,6.857142857142857,0.7619047619047619,0.6825396825396826,-6.650793650793651,1.6031746031746033,1.380952380952381,3.1746031746031744,4.063492063492063,0.8888888888888888,1.4603174603174602,2.0793650793650795,58.523809523809526,0.0,3687,19,80.0,195.0,21.41953125,0.139,0.057,106.5,116.9,1.26,16.1,1.0158730158730158,2.9365079365079363,1.746031746031746,1.6031746031746033,19
19.78654166666667,2.225,0.275,4.35,1.85,3.275,0.925,0.325,-1.625,1.15,1.05,3.675,5.225,1.55,0.65,1.35,41.05,12.0,1642,31,80.0,255.0,28.01015625,0.106,0.065,108.2,112.4,1.26,21.1,0.0,0.0,1.325,1.15,1
14.359426229508196,1.459016393442623,0.47540983606557374,4.39344262295082,1.6721311475409837,3.5245901639344264,0.14754098360655737,0.2459016393442623,-2.360655737704918,0.819672131147541,0.9016393442622951,1.2459016393442623,1.540983606557377,0.29508196721311475,0.8524590163934426,1.278688524590164,31.049180327868854,1.0,1894,21,75.0,185.0,23.12088888888889,0.144,0.069,106.2,112.6,3.02,35.2,0.19672131147540983,0.9016393442622951,2.721311475409836,0.819672131147541,0
5.0649999999999995,0.35714285714285715,0.07142857142857142,3.2142857142857144,1.2857142857142858,2.4285714285714284,0.14285714285714285,0.21428571428571427,-1.4285714285714286,1.0,0.35714285714285715,1.7857142857142858,2.2857142857142856,0.5,0.6428571428571429,1.0,11.285714285714286,8.0,158,35,88.0,290.0,26.326188016528924,0.247,0.157,105.6,116.9,1.2,12.0,0.0,0.14285714285714285,0.42857142857142855,1.0,0
24.489837398373986,2.3048780487804876,0.8292682926829268,13.78048780487805,5.682926829268292,11.195121951219512,0.4146341463414634,0.4024390243902439,-0.06097560975609756,1.2682926829268293,1.1097560975609757,5.670731707317073,7.402439024390244,1.7317073170731707,1.1951219512195121,1.5121951219512195,51.26829268292683,8.0,4204,29,82.0,250.0,26.137715645449138,0.224,0.122,115.8,114.6,1.14,8.9,1.2195121951219512,3.0,1.2682926829268293,1.2682926829268293,0
30.397573839662446,2.2658227848101267,1.2151898734177216,16.873417721518987,5.962025316455696,13.924050632911392,0.3291139240506329,0.6455696202531646,1.6075949367088607,1.6075949367088607,1.4177215189873418,2.7721518987341773,3.4430379746835444,0.6708860759493671,1.9113924050632911,2.0759493670886076,64.32911392405063,6.0,5082,31,77.0,225.0,26.678191937932198,0.218,0.092,115.3,114.3,2.21,16.2,3.037974683544304,8.113924050632912,3.1265822784810124,1.6075949367088607,3
25.929883040935668,1.6666666666666667,0.5263157894736842,15.228070175438596,5.421052631578948,11.947368421052632,0.08771929824561403,0.7894736842105263,-6.0701754385964914,2.0350877192982457,1.7719298245614035,2.280701754385965,2.6666666666666665,0.38596491228070173,2.0526315789473686,2.6140350877192984,53.824561403508774,9.0,3068,35,79.0,226.0,25.457138279121935,0.242,0.083,109.3,120.4,0.96,10.3,2.3333333333333335,5.859649122807017,1.7017543859649122,2.0350877192982457,23
10.907635658914728,0.9767441860465116,0.23255813953488372,5.186046511627907,2.1627906976744184,3.511627906976744,0.5813953488372093,0.06976744186046512,0.3023255813953488,0.2558139534883721,0.4418604651162791,2.441860465116279,3.186046511627907,0.7441860465116279,0.3488372093023256,0.4418604651162791,22.953488372093023,4.0,987,24,87.0,220.0,20.433346545118244,0.156,0.133,111.1,108.5,0.89,8.8,0.5116279069767442,1.2093023255813953,0.3953488372093023,0.2558139534883721,12
14.600270270270272,1.3783783783783783,0.7027027027027027,6.918918918918919,2.6216216216216215,6.783783783783784,0.10810810810810811,0.5405405405405406,-1.7567567567567568,0.918918918918919,1.1891891891891893,1.3513513513513513,1.4864864864864864,0.13513513513513514,0.4864864864864865,0.6216216216216216,30.37837837837838,2.0,1124,23,74.0,169.0,21.695945945945947,0.241,0.081,105.9,111.5,2.11,23.3,1.1891891891891893,3.6486486486486487,2.5135135135135136,0.918918918918919,3
33.33459119496855,2.3962264150943398,0.9811320754716981,18.18867924528302,7.113207547169812,13.867924528301886,0.5094339622641509,0.6981132075471698,2.018867924528302,1.9245283018867925,2.4716981132075473,3.358490566037736,4.377358490566038,1.0188679245283019,2.056603773584906,2.5283018867924527,69.47169811320755,11.0,3682,31,76.0,207.0,25.19407894736842,0.224,0.106,115.8,112.6,2.02,22.3,1.9056603773584906,4.433962264150943,5.0,1.9245283018867925,29
26.598018018018013,1.6486486486486487,0.8243243243243243,9.216216216216216,3.6621621621621623,8.067567567567568,0.1891891891891892,0.47297297297297297,3.5675675675675675,1.662162162162162,1.1891891891891893,4.175675675675675,5.77027027027027,1.5945945945945945,0.6756756756756757,1.0675675675675675,55.67567567567568,0.0,4120,21,76.0,205.0,24.950657894736842,0.149,0.094,117.2,111.1,3.1,27.7,1.2162162162162162,3.1621621621621623,3.689189189189189,1.662162162162162,2
10.786614583333334,1.25,0.34375,5.21875,2.03125,5.03125,0.25,0.40625,-3.46875,0.6875,0.75,1.03125,1.625,0.59375,0.71875,1.03125,22.59375,2.0,723,22,78.0,188.0,21.72320841551611,0.24,0.046,104.0,116.4,0.54,6.1,0.4375,1.625,0.40625,0.6875,21
22.386388888888888,1.3333333333333333,0.8333333333333334,11.333333333333334,5.5,9.833333333333334,1.0,0.8333333333333334,-1.3333333333333333,1.3333333333333333,0.5,3.1666666666666665,5.333333333333333,2.1666666666666665,0.16666666666666666,1.1666666666666667,47.5,4.0,285,27,80.0,215.0,23.61640625,0.188,0.126,100.1,105.2,3.0,12.3,0.16666666666666666,1.0,1.5,1.3333333333333333,76
32.854375,2.265625,0.78125,20.8125,7.8125,15.890625,0.625,0.734375,2.734375,3.78125,2.546875,4.390625,5.0625,0.671875,3.84375,4.796875,67.609375,7.0,4327,26,80.0,190.0,20.8703125,0.269,0.126,115.4,111.5,2.23,21.7,1.34375,3.78125,5.671875,3.78125,18
32.2022072072072,2.4864864864864864,0.8918918918918919,17.283783783783782,6.4324324324324325,14.635135135135135,0.5675675675675675,0.6081081081081081,-6.891891891891892,2.6216216216216215,1.7837837837837838,3.445945945945946,4.256756756756757,0.8108108108108109,1.9324324324324325,2.3378378378378377,65.93243243243244,0.0,4879,21,79.0,200.0,22.528440954975164,0.235,0.083,107.7,117.8,1.33,12.0,2.4864864864864864,6.662162162162162,2.364864864864865,2.6216216216216215,8
6.639411764705883,0.23529411764705882,0.058823529411764705,3.176470588235294,1.1764705882352942,3.176470588235294,0.058823529411764705,0.29411764705882354,-3.3529411764705883,0.8823529411764706,0.4117647058823529,0.5294117647058824,0.7647058823529411,0.23529411764705882,0.6470588235294118,1.0,14.529411764705882,1.0,247,24,73.0,190.0,25.064740101332333,0.239,0.069,93.9,114.3,2.43,20.0,0.17647058823529413,0.8823529411764706,1.0,0.8823529411764706,0
2.9991666666666665,0.25,0.1,1.1,0.35,0.85,0.05,0.1,-0.55,0.25,0.05,0.75,0.9,0.15,0.3,0.4,6.65,2.0,133,27,80.0,225.0,24.71484375,0.148,0.143,99.4,109.5,9.0,30.0,0.1,0.25,0.45,0.25,0
18.261354166666667,1.34375,0.40625,7.53125,2.65625,6.8125,0.1875,0.40625,-5.40625,1.03125,1.46875,2.6875,3.1875,0.5,1.15625,1.28125,38.625,0.0,1236,20,77.0,235.0,27.863889357395852,0.201,0.065,109.1,123.4,1.17,16.3,1.0625,3.59375,1.71875,1.03125,1
30.520907172995773,2.4177215189873418,0.5443037974683544,12.531645569620252,4.632911392405063,9.556962025316455,2.392405063291139,0.27848101265822783,3.518987341772152,1.518987341772152,1.0,3.6962025316455698,5.177215189873418,1.481012658227848,1.3924050632911393,1.6962025316455696,65.0253164556962,15.0,5137,36,85.0,282.0,27.438892733564014,0.156,0.083,116.2,110.7,1.61,12.5,1.8734177215189873,5.113924050632911,1.6075949367088607,1.518987341772152,3
27.8412935323383,2.208955223880597,0.8805970149253731,10.835820895522389,4.149253731343284,8.686567164179104,0.2537313432835821,0.6119402985074627,-3.4477611940298507,1.4776119402985075,1.2835820895522387,3.4477611940298507,4.2388059701492535,0.7910447761194029,1.7462686567164178,2.1194029850746268,59.59701492537314,5.0,3993,27,76.0,202.0,24.585526315789473,0.161,0.076,114.2,119.4,2.23,20.9,0.7910447761194029,2.4477611940298507,2.8656716417910446,1.4776119402985075,15
15.162296296296295,2.3777777777777778,0.5555555555555556,6.266666666666667,2.422222222222222,4.155555555555556,0.6222222222222222,0.5111111111111111,-2.1333333333333333,1.6666666666666667,0.9777777777777777,2.977777777777778,4.288888888888889,1.3111111111111111,1.4222222222222223,2.1333333333333333,31.333333333333332,4.0,1410,25,81.0,240.0,25.715592135345222,0.172,0.096,107.2,113.9,1.05,14.4,0.0,0.08888888888888889,1.0222222222222221,1.6666666666666667,5
14.942288135593222,1.2542372881355932,0.3559322033898305,5.11864406779661,1.7118644067796611,3.8983050847457625,0.1694915254237288,0.2711864406779661,-3.8813559322033897,1.2881355932203389,0.5084745762711864,1.4406779661016949,1.728813559322034,0.288135593220339,1.11864406779661,1.4406779661016949,31.0,1.0,1829,21,78.0,175.0,20.221071663379355,0.147,0.06,104.0,115.8,1.7,14.6,0.576271186440678,1.728813559322034,0.864406779661017,1.2881355932203389,10
8.400166666666667,0.5,0.0,3.4,0.9,2.9,0.1,0.1,2.1,0.5,0.0,0.7,1.0,0.3,0.8,1.0,17.6,1.0,176,24,77.0,205.0,24.306797099004893,0.161,0.057,117.0,103.6,0.0,8.3,0.8,2.5,0.3,0.5,0
25.712956349206348,2.011904761904762,0.8333333333333334,12.05952380952381,4.416666666666667,10.119047619047619,0.5,0.39285714285714285,0.7619047619047619,0.47619047619047616,1.2261904761904763,2.4761904761904763,3.2023809523809526,0.7261904761904762,0.6190476190476191,0.7023809523809523,54.51190476190476,7.0,4579,31,76.0,220.0,26.776315789473685,0.186,0.083,115.5,115.0,2.29,19.5,2.607142857142857,6.761904761904762,2.8095238095238093,0.47619047619047616,0
